uniprot_id,gene_id,gene_name,length,location,original_locations
P39705,YAR002W,NUP60,539,Nucleus,"Nucleus, nuclear pore complex; Nucleus membrane"
P39706,YAR003W,SWD1,426,Nucleus,"Nucleus; Chromosome, telomere"
P39707,YAR008W,SEN34,275,Nucleus,Nucleus; Endomembrane system; Mitochondrion outer membrane
P39714,YAL060W,BDH1,382,Cytoplasm,Cytoplasm
P39715,YAL059W,ECM1,212,Nucleus,"Nucleus, nucleolus; Nucleus; Cytoplasm"
P39717,YAL056W,GPB2,880,Mitochondria,Cytoplasm; Mitochondrion
P39719,YAL053W,FLC2,783,Membrane_Secretory,Endoplasmic reticulum membrane
P39720,YAL051W,OAF1,1047,Nucleus,Nucleus
P39722,YAL048C,GEM1,662,Mitochondria,Mitochondrion outer membrane
P39723,YAL047C,SPC72,622,Other,"Cytoplasm, cytoskeleton, microtubule organizing center, spindle pole body"
P39724,YAL046C,BOL3,118,Mitochondria,Mitochondrion matrix
P39726,YAL044C,GCV3,170,Mitochondria,Mitochondrion
P39727,YAL042W,ERV46,415,Membrane_Secretory,Endoplasmic reticulum membrane; Golgi apparatus membrane
P39729,YAL036C,RBG1,369,Cytoplasm,Cytoplasm
P39730,YAL035W,FUN12,1002,Cytoplasm,Cytoplasm
P39731,YAL034W-A,MTW1,289,Other,"Chromosome, centromere, kinetochore; Cytoplasm, cytoskeleton, spindle pole"
P39735,YAL027W,SAW1,261,Nucleus,Nucleus
P39742,YLR292C,SEC72,193,Cytoplasm,Cytoplasm
P39743,YDR388W,RVS167,482,Cytoplasm,"Cytoplasm, cytoskeleton"
P39744,YOR206W,NOC2,710,Nucleus,"Nucleus, nucleolus"
P39875,YOR033C,EXO1,702,Nucleus,Nucleus
P39904,YDR484W,VPS52,641,Membrane_Secretory,"Golgi apparatus, trans-Golgi network membrane; Endosome membrane; Cytoplasm, cytoskeleton"
P39923,YEL062W,NPR2,615,Membrane_Secretory,Vacuole membrane
P39925,YER017C,AFG3,761,Mitochondria,Mitochondrion inner membrane
P39926,YMR183C,SSO2,295,Membrane_Secretory,Membrane
P39927,YGR156W,PTI1,425,Nucleus,Nucleus
P39928,YIL147C,SLN1,1220,Membrane_Secretory,Cell membrane
P39929,YLR025W,SNF7,240,Membrane_Secretory,Cytoplasm; Endosome membrane; Nucleus envelope
P39935,YGR162W,TIF4631,952,Cytoplasm,"Cytoplasm; Cytoplasm, P-body; Cytoplasm, Stress granule"
P39936,YGL049C,TIF4632,914,Cytoplasm,Cytoplasm
P39939,YER131W,RPS26B,119,Cytoplasm,Cytoplasm
P39940,YER125W,RSP5,809,Nucleus,"Cytoplasm; Nucleus; Cytoplasm, cytoskeleton, actin patch"
P39943,YER028C,MIG3,394,Nucleus,Cytoplasm; Nucleus
P39946,YOR269W,PAC1,494,Nucleus,"Cytoplasm, cytoskeleton; Cytoplasm, cytoskeleton, spindle pole; Nucleus"
P39952,YER154W,OXA1,402,Mitochondria,Mitochondrion inner membrane
P39956,YER169W,RPH1,796,Nucleus,Nucleus
P39958,YER136W,GDI1,451,Cytoplasm,Cytoplasm
P39962,YER123W,YCK3,524,Nucleus,Cell membrane; Nucleus membrane; Vacuole membrane
P39966,YER089C,PTC2,464,Nucleus,"Nucleus; Cytoplasm, cytosol"
P39968,YEL013W,VAC8,578,Membrane_Secretory,Vacuole membrane
P39969,YER114C,BOI2,1040,Cytoplasm,Bud; Bud neck
P39976,YEL071W,DLD3,496,Cytoplasm,Cytoplasm
P39979,YEL066W,HPA3,161,Nucleus,Cytoplasm; Nucleus
P39984,YEL056W,HAT2,401,Nucleus,Cytoplasm; Nucleus
P39985,YEL055C,POL5,1022,Nucleus,"Nucleus, nucleolus"
P39986,YEL031W,SPF1,1215,Membrane_Secretory,Endoplasmic reticulum membrane
P39987,YEL030W,ECM10,644,Other,"Mitochondrion matrix, mitochondrion nucleoid"
P39990,YEL026W,SNU13,126,Nucleus,"Nucleus, nucleolus"
P39993,YEL022W,GEA2,1459,Membrane_Secretory,"Cytoplasm, cytosol; Membrane; Golgi apparatus membrane"
P39995,YEL018W,EAF5,279,Nucleus,Nucleus
P39997,YEL016C,NPP2,493,Membrane_Secretory,Membrane
P39998,YEL015W,EDC3,551,Cytoplasm,"Cytoplasm, P-body"
P40003,YEL005C,VAB2,282,Membrane_Secretory,Cytoplasmic vesicle; Cytoplasm; Vacuole
P40005,YEL003W,GIM4,111,Cytoplasm,Cytoplasm
P40009,YER005W,YND1,630,Membrane_Secretory,Golgi apparatus; Membrane
P40010,YER006W,NUG1,520,Nucleus,Nucleus
P40013,YER016W,BIM1,344,Cytoplasm,"Cytoplasm, cytoskeleton"
P40014,YER018C,SPC25,221,Nucleus,"Nucleus; Chromosome, centromere, kinetochore"
P40015,YER019W,ISC1,477,Mitochondria,Endoplasmic reticulum membrane; Mitochondrion outer membrane
P40018,YER029C,SMB1,196,Nucleus,Nucleus; Cytoplasm
P40021,YER033C,ZRG8,1076,Cytoplasm,Cytoplasm; Bud; Bud neck; Bud tip
P40023,YER035W,EDC2,145,Nucleus,Cytoplasm; Nucleus
P40024,YER036C,ARB1,610,Nucleus,Cytoplasm; Nucleus
P40028,YER041W,YEN1,759,Nucleus,Cytoplasm; Nucleus
P40032,YER049W,TPA1,644,Nucleus,Nucleus
P40033,YER050C,RSM18,138,Mitochondria,Mitochondrion
P40034,YER051W,JHD1,492,Nucleus,Nucleus
P40046,YER072W,VTC1,129,Membrane_Secretory,"Vacuole membrane; Cytoplasm, cell cortex; Endoplasmic reticulum membrane; Cytoplasmic vesicle, autophagosome membrane"
P40047,YER073W,ALD5,520,Mitochondria,Mitochondrion matrix
P40048,YER075C,PTP3,928,Cytoplasm,Cytoplasm
P40051,YER078C,ICP55,511,Nucleus,Nucleus; Mitochondrion inner membrane
P40055,YER082C,UTP7,554,Nucleus,"Nucleus, nucleolus"
P40056,YER083C,GET2,285,Membrane_Secretory,Endoplasmic reticulum membrane; Golgi apparatus membrane
P40059,YER088C,DOT6,670,Nucleus,Nucleus
P40060,YER092W,IES5,125,Nucleus,Nucleus
P40061,YER093C,TSC11,1430,Membrane_Secretory,Cell membrane; Vacuole membrane
P40063,YER104W,RTT105,208,Nucleus,Cytoplasm; Nucleus
P40064,YER105C,NUP157,1391,Nucleus,"Nucleus, nuclear pore complex; Nucleus membrane; Nucleus membrane"
P40065,YER106W,MAM1,302,Nucleus,Nucleus
P40066,YER107C,GLE2,365,Nucleus,"Nucleus, nuclear pore complex; Nucleus membrane; Nucleus membrane"
P40069,YER110C,KAP123,1113,Nucleus,"Cytoplasm; Nucleus; Nucleus, nuclear pore complex"
P40070,YER112W,LSM4,187,Nucleus,Nucleus; Cytoplasm
P40072,YER116C,SLX8,274,Nucleus,"Nucleus; Chromosome, centromere, kinetochore"
P40073,YER118C,SHO1,367,Membrane_Secretory,Cell membrane; Bud; Bud neck; Cell projection
P40075,YER120W,SCS2,244,Nucleus,Endoplasmic reticulum membrane; Nucleus membrane
P40078,YER126C,NSA2,261,Nucleus,"Nucleus, nucleolus"
P40084,YER139C,RTR1,226,Nucleus,Cytoplasm; Nucleus
P40086,YER141W,COX15,486,Mitochondria,Mitochondrion inner membrane
P40087,YER143W,DDI1,428,Membrane_Secretory,Cytoplasm; Cell membrane
P40089,YER146W,LSM5,93,Nucleus,"Nucleus, nucleolus; Cytoplasm"
P40090,YER147C,SCC4,624,Nucleus,Nucleus
P40094,YER157W,COG3,801,Membrane_Secretory,Golgi apparatus membrane
P40096,YER159C,BUR6,142,Nucleus,Nucleus
P40099,YER183C,FAU1,211,Mitochondria,Mitochondrion
P40106,YER062C,GPP2,250,Nucleus,Cytoplasm; Nucleus
P40107,YGL225W,VRG4,337,Membrane_Secretory,Golgi apparatus membrane; Cytoplasmic vesicle membrane; Endoplasmic reticulum membrane
P40150,YNL209W,SSB2,613,Cytoplasm,Cytoplasm
P40151,YNL218W,MGS1,587,Nucleus,Nucleus
P40152,YNL217W,PPN2,326,Membrane_Secretory,Vacuole membrane
P40154,YNL215W,IES2,320,Nucleus,Nucleus
P40160,YNL207W,RIO2,425,Nucleus,Cytoplasm; Nucleus
P40161,YNL206C,RTT106,455,Nucleus,Nucleus; Chromosome
P40164,YNL201C,PSY2,858,Nucleus,Nucleus
P40167,YNL196C,SLZ1,298,Nucleus,"Cytoplasm; Nucleus, nucleolus"
P40186,YIL050W,PCL7,285,Cytoplasm,Cytoplasm
P40202,YMR038C,CCS1,249,Mitochondria,Cytoplasm; Mitochondrion intermembrane space
P40204,YFL017W-A,SMX2,77,Nucleus,Nucleus; Cytoplasm
P40208,YMR135C,GID8,455,Nucleus,Nucleus; Cytoplasm
P40217,YMR146C,TIF34,347,Cytoplasm,Cytoplasm
P40218,YMR147W,LDO45,412,Membrane_Secretory,Endoplasmic reticulum membrane; Lipid droplet
P40219,YMR148W,LDO16,148,Membrane_Secretory,Endoplasmic reticulum membrane; Lipid droplet
P40302,YMR314W,PRE5,234,Nucleus,Cytoplasm; Nucleus
P40303,YOL038W,PRE6,254,Nucleus,Cytoplasm; Nucleus
P40308,YMR313C,TGL3,642,Membrane_Secretory,Lipid droplet
P40314,YDR252W,BTT1,149,Nucleus,Cytoplasm; Nucleus
P40316,YDR113C,PDS1,373,Nucleus,Cytoplasm; Nucleus
P40318,YIL030C,SSM4,1319,Membrane_Secretory,Endoplasmic reticulum membrane; Nucleus inner membrane
P40319,YLR372W,ELO3,345,Membrane_Secretory,Endoplasmic reticulum membrane
P40325,YGR268C,HUA1,198,Cytoplasm,Cytoplasm
P40327,YDL007W,RPT2,437,Nucleus,Cytoplasm; Nucleus
P40339,YOL094C,RFC4,323,Nucleus,Nucleus
P40340,YGR270W,YTA7,1379,Nucleus,"Chromosome, centromere; Nucleus; Chromosome"
P40341,YMR089C,YTA12,825,Mitochondria,Mitochondrion inner membrane
P40343,YNR006W,VPS27,622,Membrane_Secretory,Endosome membrane
P40344,YNR007C,ATG3,310,Mitochondria,Cytoplasm; Mitochondrion
P40345,YNR008W,LRO1,661,Membrane_Secretory,Endoplasmic reticulum membrane; Nucleus inner membrane
P40348,YJR068W,RFC2,353,Nucleus,Nucleus
P40352,YJR035W,RAD26,1085,Nucleus,Nucleus
P40353,YOR377W,ATF1,525,Membrane_Secretory,Lipid droplet; Endoplasmic reticulum membrane
P40356,YGL025C,PGD1,397,Nucleus,Nucleus
P40358,YJL073W,JEM1,645,Nucleus,Endoplasmic reticulum membrane; Nucleus membrane
P40359,YJL072C,PSF2,213,Nucleus,Nucleus
P40360,YJL071W,ARG2,574,Mitochondria,Mitochondrion
P40362,YJL069C,UTP18,594,Nucleus,"Nucleus, nucleolus"
P40367,YJL062W,LAS21,830,Membrane_Secretory,Endoplasmic reticulum membrane
P40368,YJL061W,NUP82,713,Nucleus,"Nucleus, nuclear pore complex; Nucleus membrane"
P40395,YLR039C,RIC1,1056,Membrane_Secretory,Golgi apparatus membrane
P40414,YIL138C,TPM2,161,Cytoplasm,"Cytoplasm, cytoskeleton"
P40416,YMR301C,ATM1,690,Mitochondria,Mitochondrion inner membrane
P40422,YHR143W-A,RPC10,70,Nucleus,"Nucleus, nucleolus; Peroxisome"
P40438,YIL173W,VTH1,1549,Membrane_Secretory,"Golgi apparatus, trans-Golgi network membrane; Endosome membrane"
P40453,YIL156W,UBP7,1071,Cytoplasm,Cytoplasm
P40454,YIL153W,RRD1,393,Nucleus,Cytoplasm; Nucleus
P40457,YIL149C,MLP2,1679,Nucleus,"Nucleus; Cytoplasm, cytoskeleton, microtubule organizing center, spindle pole body; Nucleus, nuclear pore complex"
P40458,YIL146C,ATG32,529,Mitochondria,Mitochondrion outer membrane; Vacuole membrane; Preautophagosomal structure membrane
P40460,YIL144W,NDC80,691,Nucleus,"Nucleus; Chromosome, centromere, kinetochore"
P40462,YIL137C,TMA108,946,Cytoplasm,Cytoplasm
P40465,YIL132C,CSM2,213,Nucleus,Cytoplasm; Nucleus
P40466,YIL131C,FKH1,484,Nucleus,"Nucleus; Cytoplasm, cytosol"
P40467,YIL130W,ASG1,964,Nucleus,Nucleus
P40469,YIL128W,MET18,1032,Nucleus,Nucleus
P40471,YIL124W,AYR1,297,Mitochondria,Lipid droplet; Mitochondrion outer membrane; Endoplasmic reticulum
P40472,YIL123W,SIM1,476,Membrane_Secretory,"Secreted, cell wall"
P40473,YIL122W,POG1,351,Nucleus,Nucleus
P40474,YIL121W,QDR2,542,Membrane_Secretory,Cell membrane
P40477,YIL115C,NUP159,1460,Nucleus,"Nucleus, nuclear pore complex; Nucleus membrane"
P40482,YIL109C,SEC24,926,Membrane_Secretory,"Cytoplasm; Cytoplasmic vesicle, COPII-coated vesicle membrane; Endoplasmic reticulum membrane; Golgi apparatus membrane"
P40484,YIL106W,MOB1,314,Nucleus,"Cytoplasm; Nucleus; Cytoplasm, cytoskeleton, microtubule organizing center, spindle pole body; Bud neck; Chromosome, centromere"
P40485,YIL105C,SLM1,686,Membrane_Secretory,Cell membrane
P40487,YIL103W,DPH1,425,Cytoplasm,Cytoplasm
P40489,YIL101C,XBP1,647,Nucleus,Nucleus
P40492,YIL097W,FYV10,516,Nucleus,Cytoplasm; Nucleus
P40494,YIL095W,PRK1,810,Other,"Cytoplasm, cytoskeleton, actin patch"
P40495,YIL094C,LYS12,371,Mitochondria,Mitochondrion
P40496,YIL093C,RSM25,264,Mitochondria,Mitochondrion
P40498,YIL091C,UTP25,721,Nucleus,"Nucleus, nucleolus"
P40501,YIL088C,AVT7,490,Membrane_Secretory,Vacuole membrane
P40505,YIL084C,SDS3,327,Nucleus,Nucleus
P40506,YIL083C,CAB2,365,Nucleus,Cytoplasm; Nucleus
P40507,YIL079C,AIR1,360,Nucleus,Cytoplasm; Nucleus
P40509,YIL076W,SEC28,296,Membrane_Secretory,"Cytoplasm; Golgi apparatus membrane; Cytoplasmic vesicle, COPI-coated vesicle membrane"
P40512,YIL071C,PCI8,444,Nucleus,Cytoplasm; Nucleus
P40513,YIL070C,MAM33,266,Mitochondria,Mitochondrion matrix
P40515,YIL065C,FIS1,155,Mitochondria,Mitochondrion outer membrane
P40527,YIL048W,NEO1,1151,Membrane_Secretory,Endosome membrane; Golgi apparatus membrane
P40530,YIL042C,PKP1,394,Mitochondria,Mitochondrion matrix
P40535,YIL036W,CST6,587,Nucleus,Nucleus
P40540,YIL027C,EMC5,141,Membrane_Secretory,Endoplasmic reticulum membrane
P40541,YIL026C,IRR1,1150,Nucleus,"Nucleus; Chromosome; Chromosome, centromere"
P40543,YIL024C,ATG45,189,Cytoplasm,"Cytoplasm, cytosol; Cytoplasmic vesicle, autophagosome"
P40547,YIL017C,VID28,921,Nucleus,Nucleus; Cytoplasm
P40548,YIL016W,SNL1,159,Nucleus,Endoplasmic reticulum membrane; Nucleus membrane
P40553,YIL010W,DOT5,215,Nucleus,"Nucleus; Chromosome, telomere"
P40554,YIL008W,URM1,99,Nucleus,Cytoplasm; Nucleus
P40556,YIL006W,YIA6,373,Mitochondria,Mitochondrion inner membrane
P40557,YIL005W,EPS1,701,Membrane_Secretory,Endoplasmic reticulum membrane
P40558,YIL003W,CFD1,293,Cytoplasm,Cytoplasm
P40559,YIL002C,INP51,946,Other,"Cytoplasm, cytoskeleton, actin patch"
P40562,YIR002C,MPH1,993,Nucleus,Nucleus
P40563,YIR003W,AIM21,679,Other,"Cytoplasm, cytoskeleton, actin patch"
P40564,YIR004W,DJP1,432,Cytoplasm,Cytoplasm
P40565,YIR005W,IST3,148,Nucleus,Cytoplasm; Nucleus
P40566,YIR007W,EGH1,764,Membrane_Secretory,"Cytoplasm, cytosol; Vacuole membrane"
P40568,YIR010W,DSN1,576,Nucleus,"Nucleus; Chromosome, centromere, kinetochore"
P40571,YIR015W,RPR2,144,Nucleus,Nucleus
P40573,YIR017C,MET28,187,Nucleus,Cytoplasm; Nucleus
P40578,YIR033W,MGA2,1113,Membrane_Secretory,Membrane
P40581,YIR037W,HYR1,163,Mitochondria,Cytoplasm; Mitochondrion intermembrane space; Peroxisome matrix
P40693,YNL002C,RLP7,322,Nucleus,"Nucleus, nucleolus"
P40825,YOR335C,ALA1,983,Mitochondria,Mitochondrion
P40850,YNL085W,MKT1,830,Cytoplasm,"Cytoplasm, cytosol"
P40851,YPR122W,AXL1,1208,Cytoplasm,Bud neck
P40857,YJL097W,PHS1,217,Membrane_Secretory,Endoplasmic reticulum membrane; Vacuole membrane
P40890,YJL222W,VTH2,1549,Other,"Golgi apparatus, trans-Golgi network membrane"
P40917,YOR028C,CIN5,295,Nucleus,Cytoplasm; Nucleus
P40955,YJL099W,CHS6,746,Other,"Golgi apparatus, trans-Golgi network membrane"
P40956,YGL181W,GTS1,396,Nucleus,Nucleus
P40957,YGL086W,MAD1,749,Nucleus,Nucleus
P40958,YJL030W,MAD2,196,Nucleus,Nucleus
P40959,YMR004W,MVP1,511,Membrane_Secretory,Cytoplasm; Endosome membrane
P40961,YGR132C,PHB1,287,Mitochondria,Mitochondrion inner membrane
P40963,YMR127C,SAS2,338,Nucleus,Cytoplasm; Nucleus
P40968,YDR364C,CDC40,455,Nucleus,Nucleus
P40969,YMR168C,CEP3,608,Nucleus,"Nucleus; Chromosome, centromere"
P40970,YDR062W,LCB2,561,Membrane_Secretory,Cytoplasm; Endoplasmic reticulum; Membrane
P40988,YMR319C,FET4,552,Membrane_Secretory,Membrane
P40989,YGR032W,GSC2,1895,Membrane_Secretory,Membrane
P40991,YNL061W,NOP2,618,Nucleus,"Nucleus, nucleolus"
P40992,YJL025W,RRN7,514,Nucleus,"Nucleus, nucleolus"
P40993,YDR478W,SNM1,198,Nucleus,Nucleus
P40994,YOR094W,ARF3,183,Membrane_Secretory,Golgi apparatus
P41056,YOR234C,RPL33B,107,Cytoplasm,Cytoplasm
P41277,YIL053W,GPP1,250,Nucleus,Cytoplasm; Nucleus
P41318,YNL006W,LST8,303,Membrane_Secretory,Cell membrane; Vacuole membrane
P41338,YPL028W,ERG10,398,Cytoplasm,"Cytoplasm, cytosol"
P41543,YJL002C,OST1,476,Membrane_Secretory,Endoplasmic reticulum membrane
P41546,YFL031W,HAC1,238,Nucleus,Nucleus
P41695,YGR188C,BUB1,1021,Nucleus,"Nucleus; Chromosome, centromere, kinetochore"
P41696,YOR113W,AZF1,914,Nucleus,"Nucleus; Cytoplasm, cytosol"
P41698,YLR353W,BUD8,603,Membrane_Secretory,Cell membrane; Bud tip
P41735,YOR125C,CAT5,233,Mitochondria,Mitochondrion inner membrane
P41800,YLL006W,MMM1,426,Membrane_Secretory,Endoplasmic reticulum membrane
P41805,YLR075W,RPL10,221,Cytoplasm,Cytoplasm
P41807,YPR036W,VMA13,478,Membrane_Secretory,Vacuole membrane
P41809,YDR420W,HKR1,1802,Membrane_Secretory,Cell membrane
P41810,YDR238C,SEC26,973,Membrane_Secretory,"Cytoplasm; Golgi apparatus membrane; Cytoplasmic vesicle, COPI-coated vesicle membrane"
P41811,YGL137W,SEC27,889,Membrane_Secretory,"Cytoplasm; Golgi apparatus membrane; Cytoplasmic vesicle, COPI-coated vesicle membrane"
P41812,YNL221C,POP1,875,Nucleus,Cytoplasm; Nucleus
P41813,YNL068C,FKH2,862,Nucleus,"Nucleus; Cytoplasm, cytosol"
P41821,YNL291C,MID1,548,Membrane_Secretory,Cell membrane
P41832,YNL271C,BNI1,1953,Membrane_Secretory,"Cell membrane; Cell projection, ruffle membrane; Cytoplasm, cytoskeleton"
P41833,YGL192W,IME4,600,Nucleus,"Cytoplasm; Nucleus, nucleolus"
P41834,YOR075W,UFE1,346,Membrane_Secretory,Endoplasmic reticulum membrane
P41895,YGR186W,TFG1,735,Nucleus,Nucleus
P41896,YGR005C,TFG2,400,Nucleus,Nucleus
P41901,YGR059W,SPR3,512,Cytoplasm,Prospore membrane; Bud neck
P41903,YJR019C,TES1,349,Membrane_Secretory,Peroxisome
P41909,YPL147W,PXA1,870,Membrane_Secretory,Peroxisome membrane
P41910,YDR005C,MAF1,395,Nucleus,Cytoplasm; Nucleus
P41911,YOL059W,GPD2,440,Mitochondria,Cytoplasm; Mitochondrion
P41920,YDR002W,YRB1,201,Nucleus,Cytoplasm; Nucleus
P41921,YPL091W,GLR1,483,Nucleus,Cytoplasm; Nucleus; Mitochondrion; Peroxisome
P41939,YLR174W,IDP2,412,Cytoplasm,Cytoplasm
P41940,YDL055C,PSA1,361,Cytoplasm,Cytoplasm
P41948,YNL142W,MEP2,499,Membrane_Secretory,Cell membrane
P42073,YDR195W,REF2,533,Nucleus,Nucleus
P42835,YNL327W,EGT2,1041,Membrane_Secretory,"Secreted, cell wall; Membrane"
P42836,YNL326C,PFA3,336,Membrane_Secretory,Vacuole membrane
P42837,YNL325C,FIG4,879,Membrane_Secretory,Vacuole membrane
P42838,YNL323W,LEM3,414,Membrane_Secretory,Cell membrane
P42839,YNL321W,VNX1,908,Membrane_Secretory,Vacuole membrane
P42841,YNL317W,PFS2,465,Nucleus,Nucleus
P42844,YNL310C,ZIM17,174,Mitochondria,Mitochondrion inner membrane
P42845,YNL309W,STB1,420,Nucleus,Cytoplasm; Nucleus
P42846,YNL308C,KRI1,591,Nucleus,"Nucleus, nucleolus"
P42935,YGR200C,ELP2,788,Nucleus,Cytoplasm; Nucleus
P42939,YGR206W,MVB12,101,Membrane_Secretory,Cytoplasm; Endosome; Late endosome membrane
P42945,YJL109C,UTP10,1769,Nucleus,"Nucleus, nucleolus; Mitochondrion"
P42949,YJL104W,PAM16,149,Mitochondria,Mitochondrion inner membrane
P42951,YJL100W,LSB6,607,Membrane_Secretory,Cell membrane; Vacuole membrane
P43122,YDL104C,QRI7,407,Mitochondria,Mitochondrion
P43123,YDL103C,QRI1,477,Cytoplasm,Cytoplasm
P43124,YDL105W,NSE4,402,Nucleus,Nucleus
P43132,YLR015W,BRE2,505,Nucleus,"Nucleus; Chromosome, telomere"
P43321,YLR147C,SMD3,101,Nucleus,"Cytoplasm, cytosol; Nucleus"
P43497,YKL096W-A,CWP2,92,Membrane_Secretory,"Secreted, cell wall; Membrane"
P43555,YFL048C,EMP47,445,Membrane_Secretory,Golgi apparatus membrane; Endoplasmic reticulum membrane
P43558,YFL044C,OTU1,301,Nucleus,Cytoplasm; Nucleus
P43561,YFL041W,FET5,622,Membrane_Secretory,Cell membrane
P43563,YFL034C-B,MOB2,287,Nucleus,Nucleus; Cytoplasm
P43564,YFL034W,MIL1,1073,Membrane_Secretory,"Golgi apparatus membrane; Early endosome membrane; Cytoplasmic vesicle, clathrin-coated vesicle membrane"
P43565,YFL033C,RIM15,1770,Nucleus,Cytoplasm; Nucleus
P43571,YFL025C,BST1,1029,Membrane_Secretory,Endoplasmic reticulum membrane
P43572,YFL024C,EPL1,832,Nucleus,Nucleus
P43573,YFL023W,BUD27,796,Cytoplasm,Cytoplasm
P43579,YFL013C,IES1,692,Nucleus,Nucleus
P43583,YFL007W,BLM10,2143,Nucleus,Nucleus; Cytoplasm
P43585,YFL004W,VTC2,828,Membrane_Secretory,"Vacuole membrane; Cytoplasm, cell cortex; Endoplasmic reticulum membrane; Cytoplasmic vesicle, autophagosome membrane"
P43586,YFR001W,LOC1,204,Nucleus,"Nucleus, nucleolus"
P43587,YFR003C,YPI1,155,Nucleus,Nucleus
P43594,YFR011C,MIC19,170,Mitochondria,Mitochondrion inner membrane
P43601,YFR021W,ATG18,500,Membrane_Secretory,Preautophagosomal structure membrane; Vacuole membrane; Endosome membrane
P43603,YFR024C-A,LSB3,459,Cytoplasm,Cytoplasm
P43605,YFR027W,ECO1,281,Nucleus,Nucleus
P43609,YFR037C,RSC8,557,Nucleus,Nucleus
P43610,YFR038W,IRC5,853,Nucleus,Nucleus
P43612,YFR040W,SAP155,1002,Cytoplasm,Cytoplasm
P43616,YFR044C,DUG1,481,Mitochondria,Cytoplasm; Mitochondrion
P43618,YFR046C,CNN1,361,Nucleus,"Nucleus; Chromosome, centromere, kinetochore"
P43621,YFR051C,RET2,546,Membrane_Secretory,"Cytoplasm; Golgi apparatus membrane; Cytoplasmic vesicle, COPI-coated vesicle membrane"
P43635,YPR001W,CIT3,486,Mitochondria,Mitochondrion
P43636,YGL065C,ALG2,503,Membrane_Secretory,Endoplasmic reticulum membrane
P43682,YKL006C-A,SFT1,97,Membrane_Secretory,Golgi apparatus membrane
P45818,YGL171W,ROK1,564,Nucleus,"Nucleus, nucleolus"
P45976,YJR093C,FIP1,327,Nucleus,Nucleus
P45978,YPR129W,SCD6,349,Cytoplasm,"Cytoplasm, P-body; Cytoplasm, Stress granule"
P46367,YOR374W,ALD4,519,Mitochondria,Mitochondrion matrix
P46654,YLR048W,RPS0B,252,Cytoplasm,Cytoplasm
P46655,YGL245W,GUS1,708,Mitochondria,Cytoplasm; Mitochondrion
P46669,YOR340C,RPA43,326,Nucleus,"Nucleus, nucleolus"
P46671,YMR052W,FAR3,204,Membrane_Secretory,Endoplasmic reticulum
P46672,YGL105W,ARC1,376,Cytoplasm,Cytoplasm
P46673,YJR042W,NUP85,744,Nucleus,"Nucleus, nuclear pore complex; Nucleus membrane; Nucleus membrane"
P46674,YDR159W,SAC3,1301,Other,Nucleus envelope
P46675,YLR045C,STU2,888,Other,"Cytoplasm, cytoskeleton, microtubule organizing center, spindle pole body; Cytoplasm, cytoskeleton, spindle; Chromosome, centromere, kinetochore"
P46676,YDR310C,SUM1,1062,Nucleus,Nucleus
P46677,YGR274C,TAF1,1066,Nucleus,Nucleus
P46678,YNL039W,BDP1,594,Nucleus,Nucleus
P46680,YMR092C,AIP1,615,Cytoplasm,"Cytoplasm, cytoskeleton; Cytoplasm, cytoskeleton, actin patch"
P46681,YDL178W,DLD2,530,Mitochondria,Mitochondrion matrix
P46682,YGR261C,APL6,809,Membrane_Secretory,"Golgi apparatus; Cytoplasmic vesicle, clathrin-coated vesicle membrane"
P46784,YMR230W,RPS10B,105,Cytoplasm,Cytoplasm
P46943,YLR289W,GUF1,645,Mitochondria,Mitochondrion inner membrane
P46944,YDR108W,TRS85,698,Other,Preautophagosomal structure
P46946,YGL175C,SAE2,345,Nucleus,Cytoplasm; Nucleus
P46947,YGL174W,BUD13,266,Nucleus,Cytoplasm; Nucleus
P46948,YGR195W,SKI6,246,Nucleus,"Cytoplasm; Nucleus, nucleolus"
P46951,YGR198W,YPP1,817,Membrane_Secretory,Cytoplasmic granule; Cell membrane
P46957,YJR006W,POL31,487,Nucleus,Nucleus
P46959,YJL125C,GCD14,383,Nucleus,Nucleus
P46962,YJL006C,CTK2,323,Nucleus,"Nucleus, nucleolus"
P46963,YML112W,CTK3,296,Nucleus,"Nucleus, nucleolus; Cytoplasm"
P46964,YOR103C,OST2,130,Membrane_Secretory,Endoplasmic reticulum membrane
P46965,YJR010C-A,SPC1,94,Membrane_Secretory,Endoplasmic reticulum membrane
P46971,YJR143C,PMT4,762,Membrane_Secretory,Endoplasmic reticulum membrane
P46972,YMR035W,IMP2,177,Mitochondria,Mitochondrion inner membrane
P46984,YJL184W,GON7,123,Nucleus,"Nucleus; Chromosome, telomere"
P46985,YJL183W,MNN11,422,Other,"Golgi apparatus, cis-Golgi network membrane"
P46988,YJL179W,PFD1,109,Cytoplasm,Cytoplasm
P46989,YJL178C,ATG27,271,Mitochondria,Cytoplasmic vesicle membrane; Golgi apparatus membrane; Mitochondrion membrane; Preautophagosomal structure membrane
P46990,YJL177W,RPL17B,184,Cytoplasm,Cytoplasm
P46995,YJL168C,SET2,733,Nucleus,Nucleus; Chromosome
P47001,YJL158C,CIS3,227,Membrane_Secretory,"Secreted, cell wall"
P47002,YJL156C,SSY5,699,Membrane_Secretory,Cell membrane
P47006,YJL148W,RPA34,233,Nucleus,"Nucleus, nucleolus"
P47008,YJL145W,SFH5,294,Membrane_Secretory,Cytoplasm; Endoplasmic reticulum membrane; Microsome membrane
