# Program:featureCounts v2.0.0; Command:"featureCounts" "-T" "8" "-p" "-a" "genes.gtf" "-o" "ns024.12.counts.txt" "./bam/A1.bam" "./bam/A2.bam" "./bam/B1.bam" "./bam/B2.bam" 
Geneid	Chr	Start	End	Strand	Length	./bam/A1.bam	./bam/A2.bam	./bam/B1.bam	./bam/B2.bam
YFL051C	VI	30058	30540	-	483	31	47	19	41
YFL050C	VI	33272	35848	-	2577	545	418	557	848
YFL049W	VI	36803	38674	+	1872	904	941	1037	1857
YFL048C	VI	38843	40180	-	1338	1471	1477	1806	3059
YFL047W	VI	40421	42565	+	2145	1386	1360	1791	2710
YFL046W	VI	42815	43438	+	624	442	505	560	970
YFL045C	VI	43628	44392	-	765	11987	8781	15781	18695
YFL044C	VI	44655	45560	-	906	382	472	472	938
YFL042C	VI	45720	47744	-	2025	635	815	662	1426
YFL041W-A	VI	48734	48925	+	192	50	35	58	93
YFL041W	VI	49139	51007	+	1869	1164	1109	1604	2402
YFL040W	VI	51350	52972	+	1623	70	103	110	225
YFL039C	VI;VI	53260;54687	54377;54696	-;-	1128	31383	29753	41496	62409
YFL038C	VI	55366	55986	-	621	5010	5102	6342	10019
YFL037W	VI	56336	57709	+	1374	8122	7924	10239	15375
RUF21	VI	57815	58521	-	707	37	16	22	36
YFL036W	VI	58782	62837	+	4056	1838	1799	2035	3677
YFL034C-B	VI;VI	63016;63974	63859;63993	-;-	864	941	833	1097	1570
YFL034C-A	VI;VI	64243;64921	64599;64932	-;-	369	2448	1582	2884	3357
YFL034W	VI	65477	68698	+	3222	1309	984	1505	1947
YFL033C	VI	69115	74427	-	5313	1233	1178	1309	2385
YFL032W	VI	74872	75192	+	321	4	4	0	5
YFL031W	VI;VI	75179;76092	75839;76147	+;+	717	6790	4927	8152	8924
YFL031C-A	VI	76014	76115	-	102	332	265	336	357
YFL030W	VI	76831	77988	+	1158	235	275	218	642
YFL029C	VI	78055	79161	-	1107	469	578	611	1151
YFL028C	VI	79344	80213	-	870	925	862	979	1547
YFL027C	VI	80419	81912	-	1494	838	661	881	1110
YFL026W	VI	82580	83875	+	1296	7048	5904	8728	11497
YFL025C	VI	84145	87234	-	3090	953	888	1119	1823
YFL024C	VI	87847	90345	-	2499	1262	1149	1517	2124
YFL023W	VI	90986	93376	+	2391	1731	1431	2030	2766
YFL022C	VI	93499	95010	-	1512	7582	5514	9050	11448
YFL021C-A	VI	95761	96615	-	855	2	7	10	15
YFL021W	VI	95966	97498	+	1533	754	603	803	1122
YFL020C	VI	99231	99599	-	369	16	50	23	107
YFL019C	VI	100252	100605	-	354	11	26	16	46
tP(UGG)F	VI;VI	101376;101443	101411;101478	+;+	72	0	0	0	5
YFL018C	VI	101628	103127	-	1500	4995	5212	5633	10179
YFL017W-A	VI	103699	103932	+	234	142	159	212	365
YFL017C	VI	103983	104462	-	480	832	731	953	1607
YFL016C	VI	104701	106236	-	1536	2821	3537	3180	6956
YFL015W-A	VI	106415	106732	+	318	0	0	0	1
YFL015C	VI	106469	106963	-	495	11	42	11	70
YFL014W	VI	107256	107585	+	330	89	3328	117	6262
YFL013W-A	VI	107799	108602	+	804	10	9	7	27
YFL013C	VI	107852	109930	-	2079	711	723	983	1268
YFL012W-A	VI	109810	110184	+	375	0	1	0	1
YFL012W	VI	110647	111093	+	447	20	22	20	29
YFL011W	VI	112345	113985	+	1641	13	42	35	64
YFL010W-A	VI	114990	115274	+	285	95	119	112	174
YFL010C	VI	115108	115743	-	636	2049	1927	2373	3737
YFL009W	VI	116145	118484	+	2340	1429	1378	1896	2617
YFL008W	VI	119429	123106	+	3678	2603	2244	2862	4200
YFL007W	VI	123479	129910	+	6432	2641	2962	3524	5434
YFL005W	VI	130334	130981	+	648	2025	1753	2536	3388
RUF20	VI	131061	131503	-	443	154	107	181	236
YFL004W	VI	131810	134296	+	2487	3425	2299	4506	4512
YFL003C	VI	134521	137157	-	2637	83	94	110	186
tN(GUU)F	VI	137486	137559	-	74	4	3	0	4
YFL002W-A	VI;VI	138204;139498	139496;143517	+;+	5313	158	346	171	421
YFL002W-B	VI	138204	139520	+	1317	0	0	0	0
YFL002C	VI	145114	146934	-	1821	1852	1228	2219	2345
YFL001W	VI	147131	148459	+	1329	1053	682	1238	1364
YFR001W	VI	149110	149724	+	615	1557	899	2011	1844
YFR002W	VI	150016	152535	+	2520	2813	2502	3680	4673
YFR003C	VI	152657	153124	-	468	552	721	628	1522
YFR004W	VI	153393	154313	+	921	2401	2583	2899	4949
YFR005C	VI	154527	155873	-	1347	1344	917	1447	1844
YFR006W	VI	156145	157752	+	1608	3018	2605	3696	5205
tF(GAA)F	VI;VI	157916;157971	157951;158007	-;-	73	2	3	1	6
YFR007W	VI	159299	160360	+	1062	289	306	322	652
YFR008W	VI	160535	161200	+	666	221	285	270	502
tG(GCC)F1	VI	162228	162298	+	71	0	0	0	0
YFR009W	VI	162488	164746	+	2259	3096	2721	4105	4929
YFR009W-A	VI	163875	164132	+	258	0	0	0	0
YFR010W	VI	165067	166566	+	1500	2402	2917	2789	5586
YFR010W-A	VI	166728	166916	+	189	3	7	0	13
YFR011C	VI	166746	167258	-	513	386	398	548	846
tY(GUA)F1	VI;VI	167437;167490	167475;167525	+;+	75	1	1	1	1
YFR012W	VI	167888	168496	+	609	56	52	62	141
YFR012W-A	VI	169224	169310	+	87	24	34	27	47
YFR013W	VI	169922	172285	+	2364	1550	1256	1859	2444
YFR014C	VI	172537	173877	-	1341	840	880	962	1732
YFR015C	VI	174265	176391	-	2127	336	756	276	1451
YFR016C	VI	177042	180743	-	3702	3104	3412	3170	5744
tG(GCC)F2	VI	180974	181044	-	71	8	0	1	3
YFR017C	VI	182274	182861	-	588	81	278	80	635
YFR018C	VI	183131	184222	-	1092	918	958	1182	2139
YFR019W	VI	184502	191338	+	6837	1134	1318	1351	2585
tS(GCU)F	VI;VI	191513;191577	191557;191613	-;-	82	8	3	2	7
YFR020W	VI	192737	193435	+	699	273	202	295	404
YFR021W	VI	194812	196314	+	1503	612	590	720	1350
YFR022W	VI	196833	199034	+	2202	400	376	569	928
RUF22	VI	199299	199813	-	515	1	4	1	2
YFR023W	VI	199874	201709	+	1836	35	75	44	126
YFR024C-A	VI;VI	201960;203387	203292;203433	-;-	1380	2563	3081	3128	6187
YFR025C	VI	203743	204750	-	1008	1043	1044	1268	1974
tA(AGC)F	VI	204924	204996	-	73	1	3	0	2
YFR026C	VI	205748	206257	-	510	109	94	106	190
YFR027W	VI	207452	208297	+	846	246	277	317	531
YFR028C	VI	208413	210068	-	1656	2038	1836	2440	3787
tY(GUA)F2	VI;VI	210619;210669	210654;210707	-;-	75	0	0	0	0
YFR029W	VI	210937	212973	+	2037	553	552	639	1158
YFR030W	VI	213312	216419	+	3108	2184	2074	2855	3831
YFR031C	VI	216594	220106	-	3513	1696	1484	2141	2724
YFR031C-A	VI;VI	220507;221415	221267;221418	-;-	765	36784	24749	48468	51688
RUF23	VI	221714	221967	+	254	7	5	9	10
YFR032C	VI	222090	222959	-	870	209	78	301	187
YFR032C-A	VI	223258	223437	-	180	6465	3972	8113	9859
YFR032C-B	VI	223710	223973	-	264	98	66	136	162
YFR033C	VI	224326	224769	-	444	9204	8579	8586	14593
YFR034C	VI	225020	225958	-	939	1798	1112	2215	2343
YFR034W-A	VI	226022	226309	+	288	10	3	1	4
YFR035C	VI	226121	226465	-	345	178	264	206	641
tK(CUU)F	VI	226688	226760	-	73	0	2	0	0
YFR036W	VI	226963	227337	+	375	214	170	271	413
YFR036W-A	VI	227451	228101	+	651	16	12	17	15
YFR037C	VI	227513	229186	-	1674	2640	1919	3341	4125
YFR038W	VI	229380	231941	+	2562	1656	1342	1904	2516
YFR039C	VI	232012	233544	-	1533	1091	1198	1341	2121
YFR040W	VI	234242	237250	+	3009	2000	1555	2200	3176
YFR041C	VI	237368	238255	-	888	760	694	784	1273
YFR042W	VI	238458	239060	+	603	236	285	274	572
YFR043C	VI	239114	239827	-	714	241	289	352	513
YFR044C	VI	239992	241437	-	1446	6063	5494	8003	10883
YFR045W	VI;VI	241998;242082	242009;242999	+;+	930	315	393	400	843
YFR046C	VI	243074	244159	-	1086	411	321	436	641
YFR047C	VI	244279	245166	-	888	1314	1349	1614	3115
YFR048W	VI	246146	248134	+	1989	886	789	1095	1546
YFR049W	VI	248523	248894	+	372	541	640	584	1328
YFR050C	VI	249066	249866	-	801	3544	4118	4431	8247
YFR051C	VI	250163	251803	-	1641	3868	2989	4557	6165
YFR052W	VI	252505	253329	+	825	1744	2113	2120	3934
YFR052C-A	VI	253429	253734	-	306	61	110	36	202
YFR053C	VI	253592	255049	-	1458	1602	5682	1078	10647
YFR054C	VI	258855	259433	-	579	21	20	37	27
YFR056C	VI	263957	264325	-	369	47	23	37	36
YFR055W	VI	264204	265226	+	1023	2457	2172	3269	3928
YFR057W	VI	269061	269516	+	456	5	7	2	9
YGL263W	VII	2790	3932	+	1143	0	0	0	0
YGL262W	VII	5312	5839	+	528	0	0	0	0
YGL261C	VII	6290	6652	-	363	0	2	0	1
YGL260W	VII	6860	7090	+	231	0	0	0	0
YGL259W	VII	8470	8967	+	498	0	2	3	15
YGL258W-A	VII	9162	9395	+	234	7	30	10	75
YGL258W	VII	11110	11730	+	621	24	28	45	60
YGL257C	VII	12481	14157	-	1677	1358	1070	1640	2070
YGL256W	VII	15159	16307	+	1149	1497	1674	1861	3408
YGL255W	VII	20978	22108	+	1131	3821	1021	4569	2271
YGL254W	VII	22304	23203	+	900	358	423	416	730
YGL253W	VII	23935	25395	+	1461	31211	20624	36026	43359
YGL252C	VII	25718	27484	-	1767	2280	2127	2773	4062
YGL251C	VII;VII	27921;31579	31426;31636	-;-	3564	400	288	452	587
YGL250W	VII	31910	32635	+	726	206	263	217	597
YGL249W	VII	33098	35212	+	2115	118	178	175	280
YGL248W	VII	35653	36762	+	1110	704	1055	763	1860
YGL247W	VII	36933	37526	+	594	371	252	424	554
YGL246C	VII	37617	38780	-	1164	1341	858	1517	1615
YGL245W	VII	39023	41149	+	2127	12572	9742	15201	19454
YGL244W	VII	41498	43174	+	1677	3436	3170	3911	5859
YGL243W	VII	43307	44509	+	1203	488	528	605	1040
YGL242C	VII	44652	45197	-	546	847	986	875	1768
YGL241W	VII	45445	48459	+	3015	1111	1174	1447	2059
YGL240W	VII	48613	49365	+	753	76	60	104	212
YGL239C	VII	49431	49745	-	315	5	5	5	10
YGL238W	VII	49552	52434	+	2883	3196	2801	3845	5176
YGL237C	VII	52731	53528	-	798	360	359	441	776
YGL236C	VII	53787	55796	-	2010	971	647	1025	1491
YGL235W	VII	55279	55815	+	537	1	0	1	1
YGL234W	VII	56482	58890	+	2409	22771	10017	28641	22151
YGL233W	VII	59122	61854	+	2733	1319	1151	1637	2450
YGL232W	VII;VII	62075;62190	62131;63002	+;+	870	1211	891	1445	1824
YGL231C	VII	63048	63620	-	573	1089	1041	1381	2173
YGL230C	VII	63772	64215	-	444	18	24	13	63
YGL229C	VII	64503	66959	-	2457	433	476	495	966
YGL228W	VII	67598	69331	+	1734	2445	2526	3056	4839
YGL227W	VII	69671	72547	+	2877	703	868	753	1674
YGL226C-A	VII;VII	72749;73138	72988;73158	-;-	261	737	661	971	1565
YGL226W	VII	73340	73711	+	372	221	204	244	469
tV(AAC)G3	VII	73829	73902	-	74	6	4	3	5
YGL225W	VII	76894	77907	+	1014	4898	3754	6436	7519
YGL224C	VII	78015	78857	-	843	844	841	938	1709
YGL223C	VII	79112	80365	-	1254	643	640	840	1304
YGL222C	VII	80659	81186	-	528	669	592	740	1221
YGL221C	VII	81426	82292	-	867	1904	1924	2435	4136
YGL220W	VII	82374	82736	+	363	1214	1154	1552	2589
YGL219C	VII	82878	84257	-	1380	818	903	867	1661
YGL218W	VII	83650	84300	+	651	0	0	0	3
YGL217C	VII	84839	85180	-	342	10	17	20	22
YGL216W	VII	84885	87302	+	2418	893	874	964	1585
YGL215W	VII	87981	89339	+	1359	3713	3292	4283	5780
YGL214W	VII	90010	90495	+	486	2	4	1	2
YGL213C	VII	90054	91247	-	1194	756	696	999	1313
YGL212W	VII	91432	92382	+	951	203	227	362	465
YGL211W	VII	92512	93591	+	1080	1070	757	1266	1663
YGL210W	VII	93792	94460	+	669	955	788	1070	1594
YGL209W	VII	95858	97006	+	1149	1349	1226	1183	2602
YGL208W	VII	97338	98585	+	1248	263	409	307	792
YGL207W	VII	98969	102076	+	3108	5500	5041	6601	9261
YGL206C	VII	102543	107504	-	4962	3609	3431	4693	6485
YGL205W	VII	108158	110404	+	2247	90	118	104	214
tH(GUG)G1	VII	110625	110696	-	72	0	2	5	1
YGL204C	VII	111700	112005	-	306	190	160	238	387
YGL203C	VII	112475	114664	-	2190	2343	1947	2600	3458
tK(UUU)G1	VII;VII	115488;115548	115524;115583	+;+	73	2	1	0	7
YGL202W	VII	116059	117561	+	1503	8664	7407	10390	14444
YGL201C	VII	117854	120907	-	3054	1920	1807	2468	3421
tK(CUU)G1	VII	122269	122341	+	73	0	0	1	1
YGL200C	VII	122694	123305	-	612	3875	3558	4821	7348
YGL199C	VII	123572	124042	-	471	0	0	0	0
YGL198W	VII	123591	124298	+	708	255	296	300	551
YGL197W	VII	124698	129161	+	4464	1513	1741	1995	3297
YGL196W	VII	129883	131169	+	1287	1001	839	1130	1643
YGL195W	VII	131525	139543	+	8019	6556	5438	8975	11314
YGL194C-A	VII	139719	139961	-	243	201	197	199	363
YGL194C	VII	140368	141726	-	1359	507	565	701	1036
YGL193C	VII	141916	142227	-	312	141	124	138	234
YGL192W	VII	142246	144048	+	1803	1045	859	1390	1709
YGL191W	VII	144808	145197	+	390	2068	2171	2338	4722
YGL190C	VII	145809	147389	-	1581	1992	1653	2304	3032
YGL189C	VII	148229	148588	-	360	27596	18316	33782	41607
YGL188C-A	VII	148824	148964	-	141	194	109	204	257
YGL188C	VII	149343	149516	-	174	70	88	119	216
YGL187C	VII	149704	150171	-	468	1892	1844	2005	4045
YGL186C	VII	151037	152776	-	1740	2393	1593	2942	3184
YGL185C	VII	153167	154306	-	1140	364	444	444	890
YGL184C	VII	154615	156012	-	1398	563	474	722	923
YGL183C	VII;VII	156543;157283	157199;157285	-;-	660	32	34	28	51
YGL182C	VII	157273	157596	-	324	2	4	9	12
YGL181W	VII	157906	159096	+	1191	1260	1638	1510	2751
YGL180W	VII	160065	162758	+	2694	290	579	348	1003
YGL179C	VII	163409	165091	-	1683	344	444	455	853
YGL178W	VII;VII	167352;167995	167354;170571	+;+	2580	1210	1560	1545	2689
YGL177W	VII	167559	167906	+	348	29	28	43	53
YGL176C	VII	171415	173079	-	1665	641	614	775	1099
YGL175C	VII	173285	174322	-	1038	130	147	223	303
YGL174W	VII	174545	175345	+	801	352	327	391	644
YGL173C	VII	175527	180113	-	4587	5454	5320	7039	10473
YGL172W	VII	180700	182118	+	1419	1466	1249	1836	2454
YGL171W	VII	182390	184084	+	1695	2225	1454	2878	2620
YGL170C	VII	184153	185394	-	1242	60	78	106	135
tK(CUU)G2	VII	185714	185786	-	73	0	1	1	1
YGL169W	VII	186059	187339	+	1281	1202	1037	1573	1962
YGL168W	VII	187464	187796	+	333	43	35	45	96
YGL167C	VII	187616	190468	-	2853	2257	2020	2802	3568
YGL166W	VII	191129	191806	+	678	155	175	181	341
YGL165C	VII	191398	191976	-	579	8	10	11	14
YGL164C	VII	191978	193300	-	1323	818	862	991	1473
YGL163C	VII	193707	196403	-	2697	928	1156	1159	2040
YGL162W	VII	198138	199037	+	900	481	324	496	657
YGL161C	VII	199210	200142	-	933	1205	1293	1426	2582
YGL160W	VII	200561	202273	+	1713	1125	1293	1248	2529
YGL159W	VII	202721	203833	+	1113	522	504	612	920
tL(CAA)G1	VII;VII	205521;205591	205558;205634	+;+	82	0	0	0	2
YGL158W	VII	207033	208571	+	1539	42	40	35	75
YGL157W	VII	209006	210049	+	1044	1109	1363	1352	2775
YGL156W	VII	210416	213667	+	3252	317	559	352	1195
YGL155W	VII	214081	215211	+	1131	1089	920	1264	1828
YGL154C	VII	215278	216096	-	819	364	363	467	821
YGL153W	VII	216273	217298	+	1026	293	311	346	507
YGL152C	VII	216692	217369	-	678	0	0	0	2
YGL151W	VII	217524	220922	+	3399	1502	1524	1752	2924
YGL150C	VII	221104	225573	-	4470	2570	2174	3374	4145
YGL149W	VII	225572	225877	+	306	58	30	42	54
YGL148W	VII	226399	227529	+	1131	9247	5842	12177	13040
YGL147C	VII	227754	228329	-	576	29086	16034	37189	36191
YGL146C	VII	228751	229686	-	936	71	94	93	210
YGL145W	VII	230243	232348	+	2106	1055	969	1326	1944
YGL144C	VII	232450	234507	-	2058	586	408	717	734
YGL143C	VII	234717	235958	-	1242	618	425	691	945
YGL142C	VII	236269	238119	-	1851	1003	829	1298	1540
YGL141W	VII	238353	241085	+	2733	609	881	793	1669
YGL140C	VII	241353	245012	-	3660	2416	2000	2924	3747
YGL139W	VII	245716	248124	+	2409	1695	1411	2354	3017
YGL138C	VII	248494	249531	-	1038	1	5	3	10
YGL137W	VII;VII	249869;250087	249886;252738	+;+	2670	6348	5784	8175	11083
YGL136C	VII	252897	253859	-	963	427	449	464	905
YGL135W	VII	254641	255294	+	654	34834	24578	46234	51655
YGL134W	VII	255663	256964	+	1302	474	428	596	917
YGL133W	VII	257707	261501	+	3795	1565	1552	1888	3025
YGL132W	VII	261580	261915	+	336	10	7	10	17
YGL131C	VII	261648	265859	-	4212	492	532	606	1091
YGL130W	VII	266145	267524	+	1380	1073	1016	1304	1957
YGL129C	VII	267723	269075	-	1353	1294	1191	1422	2215
YGL128C	VII	269293	270144	-	852	324	255	275	562
YGL127C	VII	270392	270775	-	384	387	385	449	798
YGL126W	VII	270997	272139	+	1143	874	725	1094	1739
YGL125W	VII	272520	274322	+	1803	1292	1545	1672	2648
YGL124C	VII	274780	276714	-	1935	503	481	676	958
YGL123W	VII	277617	278381	+	765	52310	35193	63655	70011
YGL123C-A	VII	277634	277864	-	231	0	0	0	0
YGL122C	VII	278946	280523	-	1578	3524	2993	4050	5266
YGL121C	VII	280777	281157	-	381	51	167	66	349
YGL120C	VII	281634	283937	-	2304	4742	3456	6634	6843
YGL119W	VII	284442	285947	+	1506	1119	1006	1226	1917
tW(CCA)G1	VII;VII	287350;287420	287385;287455	-;-	72	0	1	0	4
YGL118C	VII	288014	288451	-	438	5	7	11	16
YGL117W	VII	288512	289309	+	798	742	928	665	1873
YGL116W	VII	289809	291641	+	1833	1191	1130	1293	2424
YGL115W	VII	292033	293001	+	969	1483	1337	1784	2656
YGL114W	VII	293460	295637	+	2178	1294	1218	1711	2336
YGL113W	VII	295932	297938	+	2007	674	523	882	1189
YGL112C	VII	298178	299728	-	1551	1716	1465	2053	2999
YGL111W	VII	299978	301369	+	1392	2885	1907	3498	3933
YGL110C	VII	301537	303411	-	1875	1022	1003	1246	1733
YGL109W	VII	303513	303836	+	324	72	58	35	103
YGL108C	VII	303649	304071	-	423	260	294	246	416
YGL107C	VII	304333	306273	-	1941	1524	1386	1872	2580
YGL106W	VII	306560	307009	+	450	3128	2664	3766	5496
YGL105W	VII	307437	308567	+	1131	11360	9401	13363	17573
YGL104C	VII	308713	310173	-	1461	226	364	318	675
YGL103W	VII;VII	310967;311527	311015;311927	+;+	450	1018	712	1182	1301
YGL102C	VII	311505	311933	-	429	119	75	119	140
YGL101W	VII	312193	312840	+	648	1452	763	1458	1450
YGL100W	VII	313234	314283	+	1050	1682	1536	1919	3304
YGL099W	VII	314631	316553	+	1923	2864	1653	3556	3346
snR82	VII	316788	317055	+	268	82	67	95	128
YGL098W	VII	317342	318079	+	738	580	621	677	1045
tH(GUG)G2	VII	319781	319852	+	72	1	0	0	1
YGL097W	VII	321782	323230	+	1449	3421	2409	4174	4931
YGL096W	VII	325331	326161	+	831	177	213	186	340
tE(UUC)G1	VII	328583	328654	+	72	58	58	118	99
YGL095C	VII	328874	330607	-	1734	1024	922	1138	2067
YGL094C	VII	331118	334465	-	3348	1526	1511	1929	2972
YGL093W	VII	334886	337639	+	2754	925	1036	1335	2151
YGL092W	VII	337906	341859	+	3954	3119	2460	4071	4697
YGL091C	VII	342056	343042	-	987	839	825	942	1662
YGL090W	VII	343319	344584	+	1266	393	369	468	686
YGL089C	VII	344791	345153	-	363	78	94	106	188
YGL088W	VII	345836	346201	+	366	1	0	2	1
snR10	VII	345986	346230	+	245	6	8	7	5
YGL087C	VII;VII	346406;346894	346808;346904	-;-	414	493	621	649	1253
YGL086W	VII	347119	349368	+	2250	1390	1373	1719	2315
YGL085W	VII	349616	350440	+	825	376	343	439	650
YGL084C	VII	350616	352298	-	1683	1106	1120	1285	2060
YGL083W	VII	353058	355472	+	2415	1107	875	1279	1862
YGL082W	VII	355827	356972	+	1146	1167	1025	1311	1973
YGL081W	VII	357377	358339	+	963	79	77	77	169
YGL080W	VII	358636	359028	+	393	405	465	535	974
YGL079W	VII	359444	360100	+	657	430	368	478	721
YGL078C	VII	360288	361859	-	1572	7579	4478	9031	7820
YGL077C	VII	362225	363916	-	1692	3548	2525	4659	4939
YGL076C	VII;VII;VII	364335;365433;365986	364964;365526;365996	-;-;-	735	39708	27714	52022	59744
snR39	VII	365163	365251	-	89	114	47	161	169
snR39B	VII	366374	366469	-	96	24	14	31	21
YGL075C	VII	366925	368088	-	1164	391	381	478	644
YGL074C	VII	368596	368922	-	327	9	8	18	21
YGL073W	VII	368753	371254	+	2502	1174	1463	1553	2740
YGL072C	VII	371003	371362	-	360	7	10	2	8
YGL071W	VII	372012	374084	+	2073	2107	1737	2483	3304
YGL070C	VII	374459	374827	-	369	998	700	1196	1573
YGL069C	VII	375050	375514	-	465	1	1	0	0
YGL068W	VII	375087	375671	+	585	535	452	611	821
YGL067W	VII	376101	377255	+	1155	1112	1075	1298	2009
YGL066W	VII	377609	379582	+	1974	1056	951	1146	1779
YGL065C	VII	379760	381271	-	1512	862	836	1031	1640
YGL064C	VII	381523	383208	-	1686	475	479	770	977
YGL063W	VII	383654	384766	+	1113	345	257	408	585
YGL063C-A	VII	384502	384651	-	150	0	0	0	0
YGL062W	VII	385196	388732	+	3537	1863	3131	2407	6436
YGL061C	VII	388968	389711	-	744	475	428	488	827
YGL060W	VII	390065	391990	+	1926	720	739	851	1462
YGL059W	VII	392223	393698	+	1476	332	484	416	861
YGL058W	VII	393986	394504	+	519	1439	1136	1629	2260
YGL057C	VII	394966	395829	-	864	276	265	286	471
YGL056C	VII	396035	397618	-	1584	1834	1533	2023	2959
YGL055W	VII	398628	400160	+	1533	13764	5676	17644	13625
YGL054C	VII	400871	401287	-	417	2190	1910	2864	3703
tE(UUC)G2	VII	401527	401598	-	72	0	2	2	1
YGL053W	VII	402589	403302	+	714	311	450	315	839
YGL052W	VII	403437	403742	+	306	51	46	48	96
YGL051W	VII	403687	404391	+	705	116	136	177	246
tR(UCU)G1	VII	405470	405541	+	72	3	0	8	1
YGL050W	VII	405776	406597	+	822	1126	879	1321	1703
YGL049C	VII	406860	409604	-	2745	2911	2590	3427	4885
YGL048C	VII	410069	411286	-	1218	4259	5043	5328	9505
YGL047W	VII	411552	412160	+	609	300	446	359	962
tV(AAC)G1	VII	412294	412367	-	74	0	0	2	1
YGL045W	VII	414102	415730	+	1629	285	317	378	577
YGL044C	VII	416146	417036	-	891	1150	1173	1424	2268
YGL043W	VII	417483	418412	+	930	2331	1802	2527	3695
YGL042C	VII	418288	418593	-	306	301	214	304	411
YGL041C-B	VII	418704	418886	-	183	2	4	5	15
YGL041W-A	VII	418825	419289	+	465	133	140	155	281
YGL041C	VII	419022	419225	-	204	0	0	0	0
YGL040C	VII	419527	420555	-	1029	3670	2793	4178	5702
tL(CAA)G2	VII;VII	423092;423162	423129;423205	+;+	82	3	4	3	6
YGL039W	VII	423961	425007	+	1047	524	501	819	1272
YGL038C	VII	425362	426804	-	1443	1605	2351	1971	4150
YGL037C	VII	427297	427947	-	651	879	3362	942	6496
YGL036W	VII	428601	431330	+	2730	1009	1190	1206	2306
YGL035C	VII	431548	433062	-	1515	1924	2064	1916	3930
YGL034C	VII	433214	433579	-	366	17	12	14	28
YGL033W	VII;VII	435625;435750	435679;436351	+;+	657	11	18	15	40
YGL032C	VII	436570	436833	-	264	457	585	584	1305
YGL031C	VII	437467	437934	-	468	22668	14783	29264	32050
YGL030W	VII;VII	439091;439324	439093;439638	+;+	318	20364	14118	28444	34192
YGL029W	VII	440063	440425	+	363	1476	725	1438	1210
tF(GAA)G	VII;VII	440716;440771	440751;440807	-;-	73	0	0	0	0
YGL028C	VII	441281	442909	-	1629	4795	2316	5689	4914
YGL027C	VII	443642	446143	-	2502	2299	2141	2798	4068
YGL026C	VII	446412	448535	-	2124	6508	5745	8221	12008
YGL025C	VII	448764	449957	-	1194	767	658	875	1217
YGL024W	VII	449788	450123	+	336	0	3	1	1
YGL023C	VII	450197	452104	-	1908	2217	1746	2640	3500
YGL022W	VII	452404	454560	+	2157	5689	5086	7392	10695
YGL021W	VII	454785	457067	+	2283	1317	1558	1806	3023
YGL020C	VII	457163	457870	-	708	1020	798	1236	1886
YGL019W	VII	458156	458992	+	837	2575	2159	3145	3873
YGL018C	VII	459110	459664	-	555	288	301	313	568
YGL017W	VII	459854	461365	+	1512	730	609	832	1042
YGL016W	VII	461666	464911	+	3246	1400	1275	1848	2581
YGL015C	VII	465043	465435	-	393	16	27	13	60
YGL014W	VII	466141	468807	+	2667	2624	1928	3173	3939
YGL014C-A	VII	466237	466398	-	162	0	0	0	0
YGL013C	VII	469092	472298	-	3207	1340	1591	1745	3127
YGL012W	VII	472855	474276	+	1422	4466	5012	5890	9836
YGL011C	VII	474489	475247	-	759	3779	3913	4267	7633
YGL010W	VII	475545	476069	+	525	164	221	176	463
YGL009C	VII	476313	478652	-	2340	57132	73403	70995	135032
YGL008C	VII	479910	482666	-	2757	83889	67456	119492	133993
YGL007C-A	VII	482941	483027	-	87	6	22	11	11
YGL007W	VII	483260	483637	+	378	24	29	39	63
YGL006W-A	VII	485423	485533	+	111	0	0	0	0
YGL006W	VII	485921	489442	+	3522	3333	3252	4320	6373
YGL005C	VII	489708	490547	-	840	774	610	803	1205
YGL004C	VII	490703	491956	-	1254	493	460	552	908
YGL003C	VII	492474	494174	-	1701	839	730	977	1418
YGL002W	VII	494517	495167	+	651	620	486	721	1010
YGL001C	VII	495453	496502	-	1050	4091	3098	5069	6836
YGR001C	VII;VII;VII	497133;497459;498000	497365;497937;498034	-;-;-	747	1495	1049	2006	2389
YGR002C	VII	498476	499906	-	1431	818	834	1004	1474
YGR003W	VII	500132	502366	+	2235	772	666	917	1355
YGR004W	VII	502938	504326	+	1389	511	356	697	882
YGR005C	VII	504657	505859	-	1203	2003	1819	2289	3242
YGR006W	VII	506070	506825	+	756	102	116	173	256
YGR007W	VII	506969	507940	+	972	1435	1106	1708	2183
YGR008C	VII	508110	508364	-	255	143	497	186	991
YGR009C	VII	509047	511002	-	1956	1861	1769	2057	3088
YGR010W	VII	511545	512732	+	1188	507	533	622	905
YGR011W	VII	512497	512823	+	327	45	44	66	81
YGR012W	VII	513159	514340	+	1182	1054	956	1259	1947
YGR013W	VII	514554	516416	+	1863	1352	1219	1503	2267
YGR014W	VII	516943	520863	+	3921	4237	4063	5477	8207
YGR015C	VII	521090	522076	-	987	266	212	242	393
YGR016W	VII	522261	522833	+	573	62	40	84	92
YGR017W	VII	523787	524680	+	894	1182	856	1294	1548
YGR018C	VII	524365	524694	-	330	4	0	2	7
YGR019W	VII	525229	526644	+	1416	842	1276	1033	2496
YGR020C	VII	526973	527329	-	357	3784	2724	4257	5976
YGR021W	VII	527632	528504	+	873	752	738	760	1512
YGR022C	VII	529257	529586	-	330	0	3	0	4
YGR023W	VII	529264	530919	+	1656	267	354	336	621
