gene_id,length,log_length,n_term_hydrophobic,n_term_positive,n_term_aliphatic
YGR206W,101,2.0043213737826426,0.46,0.14,0.22
YJL109C,1769,3.2477278329097232,0.38,0.14,0.32
YJL104W,149,2.173186268412274,0.38,0.16,0.3
YJL100W,607,2.7831886910752575,0.3,0.18,0.18
YDL104C,407,2.60959440922522,0.4,0.18,0.3
YDL103C,477,2.678518379040114,0.34,0.14,0.24
YDL105W,402,2.60422605308447,0.18,0.24,0.1
YLR015W,505,2.7032913781186614,0.32,0.12,0.22
YLR147C,101,2.0043213737826426,0.42,0.1,0.34
YKL096W-A,92,1.9637878273455553,0.54,0.0,0.44
YFL048C,445,2.6483600109809315,0.54,0.06,0.38
YFL044C,301,2.4785664955938436,0.42,0.14,0.32
YFL041W,622,2.7937903846908188,0.52,0.12,0.32
YFL034C-B,287,2.4578818967339924,0.36,0.22,0.16
YFL034W,1073,3.030599721965951,0.24,0.14,0.2
YFL033C,1770,3.247973266361807,0.3,0.1,0.2
YFL025C,1029,3.012415374762433,0.36,0.22,0.28
YFL024C,832,2.920123326290724,0.24,0.16,0.16
YFL023W,796,2.900913067737669,0.32,0.16,0.26
YFL013C,692,2.840106094456758,0.26,0.12,0.14
YFL007W,2143,3.3310221710418286,0.32,0.22,0.2
YFL004W,828,2.9180303367848803,0.34,0.18,0.2
YFR001W,204,2.3096301674258988,0.38,0.26,0.24
YFR003C,155,2.1903316981702914,0.38,0.1,0.22
YFR011C,170,2.230448921378274,0.28,0.1,0.22
YFR021W,500,2.6989700043360187,0.34,0.06,0.16
YFR024C-A,459,2.6618126855372615,0.52,0.18,0.36
YFR027W,281,2.44870631990508,0.24,0.24,0.18
YFR037C,557,2.745855195173729,0.34,0.1,0.18
YFR038W,853,2.9309490311675233,0.38,0.12,0.32
YFR040W,1002,3.000867721531227,0.46,0.14,0.28
YFR044C,481,2.682145076373832,0.44,0.18,0.28
YFR046C,361,2.5575072019056577,0.34,0.2,0.24
YFR051C,546,2.7371926427047373,0.44,0.14,0.34
YPR001W,486,2.6866362692622934,0.46,0.24,0.38
YGL065C,503,2.7015679850559273,0.4,0.18,0.34
YKL006C-A,97,1.9867717342662448,0.28,0.12,0.22
YGL171W,564,2.751279103983342,0.32,0.18,0.26
YJR093C,327,2.514547752660286,0.28,0.14,0.18
YPR129W,349,2.5428254269591797,0.3,0.14,0.24
YOR374W,519,2.715167357848458,0.44,0.12,0.26
YLR048W,252,2.401400540781544,0.52,0.1,0.38
YGL245W,708,2.850033257689769,0.6,0.12,0.5
YOR340C,326,2.513217600067939,0.38,0.22,0.3
YMR052W,204,2.3096301674258988,0.32,0.14,0.28
YGL105W,376,2.575187844927661,0.44,0.1,0.32
YJR042W,744,2.8715729355458786,0.38,0.08,0.26
YDR159W,1301,3.1142772965615864,0.3,0.08,0.12
YLR045C,888,2.948412965778601,0.34,0.14,0.26
YDR310C,1062,3.0261245167454502,0.34,0.08,0.26
YGR274C,1066,3.0277572046905536,0.26,0.08,0.2
YNL039W,594,2.7737864449811935,0.36,0.18,0.18
YMR092C,615,2.788875115775417,0.38,0.1,0.22
YDL178W,530,2.724275869600789,0.32,0.18,0.22
YGR261C,809,2.9079485216122722,0.42,0.1,0.38
YMR230W,105,2.0211892990699383,0.4,0.2,0.3
YLR289W,645,2.809559714635268,0.38,0.26,0.24
YDR108W,698,2.843855422623161,0.5,0.14,0.32
YGL175C,345,2.537819095073274,0.4,0.12,0.38
YGL174W,266,2.424881636631067,0.24,0.26,0.18
YGR195W,246,2.3909351071033793,0.32,0.18,0.2
YGR198W,817,2.9122220565324155,0.48,0.1,0.32
YJR006W,487,2.6875289612146345,0.3,0.18,0.2
YJL125C,383,2.583198773968623,0.34,0.18,0.18
YJL006C,323,2.509202522331103,0.38,0.18,0.2
YML112W,296,2.4712917110589387,0.34,0.14,0.22
YOR103C,130,2.113943352306837,0.42,0.18,0.26
YJR010C-A,94,1.9731278535996988,0.5,0.12,0.34
YJR143C,762,2.8819549713396007,0.42,0.2,0.22
YMR035W,177,2.247973266361807,0.5,0.12,0.34
YJL184W,123,2.089905111439398,0.38,0.14,0.22
YJL183W,422,2.625312450961674,0.4,0.18,0.22
YJL179W,109,2.037426497940624,0.36,0.14,0.28
YJL178C,271,2.432969290874406,0.38,0.14,0.26
YJL177W,184,2.2648178230095364,0.34,0.16,0.26
YJL168C,733,2.8651039746411278,0.3,0.12,0.2
YJL158C,227,2.3560258571931225,0.46,0.02,0.32
YJL156C,699,2.8444771757456815,0.26,0.14,0.16
YJL148W,233,2.367355921026019,0.28,0.22,0.16
YJL145W,294,2.4683473304121573,0.32,0.18,0.22
YJL137C,380,2.57978359661681,0.5,0.16,0.46
YJL134W,409,2.611723308007342,0.34,0.2,0.14
YJL126W,307,2.4871383754771865,0.48,0.16,0.42
YJL124C,172,2.2355284469075487,0.3,0.12,0.22
YJL113W,1803,3.255995726722402,0.32,0.2,0.26
YJL112W,714,2.8536982117761744,0.3,0.08,0.24
YJL091C,490,2.690196080028514,0.44,0.08,0.32
YJL090C,764,2.88309335857569,0.46,0.16,0.34
YJL084C,1046,3.0195316845312554,0.58,0.04,0.32
YJL079C,299,2.4756711883244296,0.52,0.1,0.48
YJL078C,881,2.944975908412048,0.52,0.1,0.34
YJL076W,1189,3.0751818546186915,0.5,0.04,0.32
YJL074C,1230,3.089905111439398,0.42,0.16,0.28
YJL060W,444,2.6473829701146196,0.4,0.18,0.26
YJL058C,543,2.734799829588847,0.36,0.1,0.28
YJL056C,880,2.9444826721501687,0.4,0.16,0.3
YJL050W,1073,3.030599721965951,0.26,0.12,0.14
YJL047C,842,2.9253120914996495,0.32,0.18,0.2
YJL039C,1683,3.226084115975824,0.4,0.12,0.24
YJL036W,423,2.6263403673750423,0.3,0.18,0.14
YJL035C,250,2.3979400086720375,0.42,0.18,0.28
YJL029C,822,2.9148718175400505,0.34,0.1,0.28
YJL024C,194,2.287801729930226,0.46,0.16,0.3
YJL020C,1157,3.0633333589517497,0.38,0.06,0.2
YJL019W,682,2.833784374656479,0.34,0.22,0.26
YJL013C,515,2.711807229041191,0.42,0.18,0.3
YJL012C,721,2.857935264719429,0.26,0.12,0.18
YJL011C,161,2.2068258760318495,0.36,0.26,0.26
YJL010C,666,2.823474229170301,0.16,0.24,0.08
YJR001W,602,2.7795964912578244,0.34,0.14,0.14
YJR002W,593,2.7730546933642626,0.38,0.16,0.32
YJR022W,109,2.037426497940624,0.44,0.14,0.34
YJR025C,177,2.247973266361807,0.4,0.14,0.22
YJR027W,1755,3.244277120801843,0.26,0.16,0.22
YJR029W,1755,3.244277120801843,0.26,0.16,0.22
YJR031C,1408,3.1486026548060932,0.44,0.1,0.32
YJR033C,1357,3.1325798476597373,0.42,0.08,0.26
YJR041C,1174,3.0696680969115957,0.38,0.16,0.26
YJR043C,350,2.5440680443502757,0.44,0.18,0.26
YJR046W,604,2.7810369386211318,0.46,0.16,0.38
YJR053W,574,2.7589118923979736,0.4,0.06,0.22
YJR054W,497,2.696356388733332,0.48,0.16,0.32
YJR059W,818,2.912753303671323,0.3,0.16,0.24
YJR065C,449,2.6522463410033232,0.46,0.06,0.28
YJR069C,197,2.294466226161593,0.36,0.08,0.32
YJR070C,325,2.5118833609788744,0.38,0.16,0.28
YJR072C,385,2.5854607295085006,0.48,0.12,0.32
YJR075W,396,2.597695185925512,0.52,0.18,0.38
YJR082C,113,2.05307844348342,0.22,0.16,0.16
YJR084W,423,2.6263403673750423,0.32,0.2,0.22
YJR088C,292,2.4653828514484184,0.38,0.12,0.26
YJR092W,1447,3.1604685311190375,0.3,0.1,0.18
YJR102C,202,2.305351369446624,0.42,0.12,0.22
YJR112W,201,2.303196057420489,0.38,0.16,0.28
YJR113C,247,2.392696953259666,0.46,0.16,0.3
YJR117W,453,2.656098202012832,0.48,0.12,0.28
YJR119C,728,2.862131379313037,0.5,0.12,0.26
YJR125C,408,2.61066016308988,0.36,0.12,0.22
YJR130C,639,2.8055008581584002,0.4,0.08,0.24
YJR135C,239,2.3783979009481375,0.34,0.16,0.28
YJR137C,1442,3.15896526038341,0.36,0.1,0.26
YJR138W,1584,3.1997551772534747,0.3,0.2,0.22
YJR140C,1648,3.216957207361097,0.34,0.1,0.24
YJR148W,376,2.575187844927661,0.42,0.16,0.24
YJR150C,298,2.4742162640762553,0.56,0.06,0.52
YOR321W,753,2.8767949762007006,0.34,0.14,0.24
YLR220W,322,2.507855871695831,0.32,0.12,0.28
YNL025C,323,2.509202522331103,0.36,0.16,0.2
YDR308C,140,2.146128035678238,0.36,0.12,0.24
YMR246W,694,2.841359470454855,0.42,0.12,0.3
YLR136C,285,2.45484486000851,0.28,0.08,0.18
YPR026W,1211,3.0831441431430524,0.28,0.18,0.16
YNL096C,190,2.278753600952829,0.44,0.12,0.34
YNL087W,1178,3.0711452904510828,0.34,0.14,0.24
YNL086W,102,2.0086001717619175,0.44,0.06,0.38
YGR145W,707,2.8494194137968996,0.36,0.18,0.3
YGR149W,432,2.635483746814912,0.34,0.14,0.28
YGR150C,864,2.936513742478893,0.4,0.18,0.18
YGR158C,250,2.3979400086720375,0.36,0.18,0.22
YDR376W,493,2.69284691927723,0.44,0.16,0.3
YGR097W,1146,3.059184617631371,0.32,0.08,0.14
YGR187C,394,2.595496221825574,0.46,0.12,0.3
YGR072W,387,2.5877109650189114,0.18,0.28,0.14
YPL085W,2195,3.34143452457814,0.3,0.26,0.2
YOR085W,350,2.5440680443502757,0.54,0.14,0.34
YDL141W,690,2.838849090737255,0.44,0.1,0.28
YMR276W,373,2.571708831808688,0.44,0.14,0.34
YMR275C,976,2.9894498176666917,0.3,0.2,0.14
YNL305C,297,2.4727564493172123,0.4,0.08,0.18
YNL304W,417,2.6201360549737576,0.46,0.1,0.26
YNL299W,642,2.807535028068853,0.22,0.36,0.08
YNL297C,1636,3.2137832993353044,0.32,0.22,0.22
YNL293W,633,2.801403710017355,0.32,0.2,0.16
YNL292W,403,2.6053050461411096,0.36,0.18,0.24
YDL182W,428,2.6314437690131722,0.44,0.1,0.28
YOR368W,401,2.603144372620182,0.46,0.12,0.34
YPL084W,844,2.926342446625655,0.3,0.22,0.18
YDR508C,663,2.821513528404773,0.24,0.18,0.12
YHR039C-A,114,2.0569048513364727,0.32,0.26,0.3
YGR119C,541,2.7331972651065692,0.26,0.02,0.04
YML110C,307,2.4871383754771865,0.4,0.16,0.3
YDR331W,411,2.6138418218760693,0.6,0.08,0.42
YMR189W,1034,3.0145205387579237,0.36,0.16,0.32
YLR185W,88,1.9444826721501687,0.2,0.28,0.08
YNL131W,152,2.1818435879447726,0.34,0.06,0.26
YDR234W,693,2.8407332346118066,0.36,0.18,0.26
YML022W,187,2.271841606536499,0.54,0.12,0.32
YPR124W,406,2.6085260335771943,0.44,0.04,0.18
YDR012W,362,2.558708570533166,0.5,0.14,0.34
YDR192C,430,2.6334684555795866,0.38,0.04,0.16
YGL092W,1317,3.119585774961784,0.34,0.04,0.14
YGR091W,494,2.693726948923647,0.3,0.08,0.18
YGR180C,345,2.537819095073274,0.42,0.24,0.22
YDR305C,206,2.3138672203691533,0.52,0.14,0.36
YMR288W,971,2.9872192299080047,0.32,0.14,0.24
YMR078C,741,2.8698182079793284,0.38,0.04,0.28
YML014W,279,2.4456042032735974,0.42,0.16,0.24
YMR268C,444,2.6473829701146196,0.38,0.22,0.28
YGR227W,525,2.720159303405957,0.5,0.06,0.42
YGR217W,2039,3.30941722577814,0.36,0.1,0.18
YGR221C,622,2.7937903846908188,0.4,0.18,0.3
YGR223C,448,2.651278013998144,0.4,0.18,0.22
YGR231C,310,2.4913616938342726,0.38,0.14,0.24
YGR235C,233,2.367355921026019,0.42,0.16,0.3
YGR239C,288,2.459392487759231,0.34,0.2,0.26
YML056C,524,2.7193312869837265,0.4,0.12,0.3
YLR432W,523,2.718501688867274,0.46,0.12,0.34
YMR304W,1230,3.089905111439398,0.42,0.02,0.22
YMR223W,471,2.673020907128896,0.34,0.2,0.22
YMR005W,388,2.5888317255942073,0.38,0.14,0.18
YDR156W,137,2.1367205671564067,0.38,0.12,0.26
YDR245W,393,2.5943925503754266,0.32,0.2,0.2
YML017W,593,2.7730546933642626,0.28,0.04,0.2
YMR060C,327,2.514547752660286,0.5,0.12,0.38
YMR273C,915,2.9614210940664485,0.32,0.22,0.28
YOR058C,885,2.9469432706978256,0.36,0.1,0.2
YDL064W,157,2.1958996524092336,0.36,0.24,0.18
YOL143C,169,2.2278867046136734,0.48,0.18,0.4
YNL261W,479,2.680335513414563,0.34,0.08,0.24
YOL148C,604,2.7810369386211318,0.56,0.04,0.24
YNL106C,1183,3.0729847446279304,0.4,0.2,0.32
YNL100W,234,2.369215857410143,0.42,0.1,0.28
YNL097C,330,2.5185139398778875,0.48,0.1,0.32
YDR500C,88,1.9444826721501687,0.2,0.3,0.08
YGL251C,1187,3.074450718954591,0.26,0.24,0.1
YGL210W,222,2.346352974450639,0.32,0.08,0.22
YDR328C,194,2.287801729930226,0.32,0.12,0.26
YDR390C,636,2.803457115648414,0.42,0.14,0.34
YDR092W,153,2.184691430817599,0.4,0.12,0.24
YLR200W,114,2.0569048513364727,0.34,0.1,0.26
YML103C,1655,3.2187979981117376,0.48,0.1,0.32
YER087C-B,82,1.9138138523837167,0.3,0.16,0.2
YER019C-A,88,1.9444826721501687,0.32,0.18,0.24
YDL116W,726,2.8609366207000937,0.38,0.12,0.2
YLR089C,592,2.77232170672292,0.36,0.18,0.24
YLR153C,683,2.8344207036815328,0.32,0.18,0.2
YPR173C,437,2.640481436970422,0.38,0.08,0.3
YGL091C,328,2.515873843711679,0.38,0.08,0.22
YNR074C,378,2.5774917998372255,0.5,0.08,0.42
YOR363C,996,2.998259338423699,0.26,0.26,0.14
YGL027C,833,2.9206450014067875,0.5,0.1,0.32
YGL094C,1115,3.0472748673841794,0.38,0.16,0.18
YGL100W,349,2.5428254269591797,0.32,0.16,0.2
YGL126W,380,2.57978359661681,0.54,0.1,0.42
YGL162W,299,2.4756711883244296,0.4,0.14,0.28
YGR170W,1138,3.0561422620590526,0.4,0.22,0.28
YGR099W,688,2.837588438235511,0.54,0.08,0.38
YGR172C,248,2.3944516808262164,0.32,0.0,0.16
YGL112C,516,2.7126497016272113,0.42,0.06,0.34
YGR123C,513,2.7101173651118162,0.38,0.18,0.28
YGR060W,309,2.4899584794248346,0.42,0.04,0.26
YGR289C,616,2.7895807121644256,0.3,0.18,0.22
YGR281W,1477,3.1693804953119495,0.32,0.08,0.26
YGR287C,589,2.7701152947871015,0.38,0.14,0.18
YGL249W,704,2.8475726591421124,0.34,0.22,0.3
YGL246C,387,2.5877109650189114,0.32,0.12,0.22
YGL244W,558,2.7466341989375787,0.32,0.14,0.3
YGL241W,1004,3.0017337128090005,0.44,0.1,0.38
YGL240W,250,2.3979400086720375,0.48,0.16,0.38
YGL227W,958,2.9813655090785445,0.46,0.14,0.3
YGL223C,417,2.6201360549737576,0.38,0.14,0.28
YGL220W,120,2.0791812460476247,0.3,0.26,0.18
YGL219C,459,2.6618126855372615,0.4,0.2,0.24
YGL216W,805,2.9057958803678687,0.48,0.1,0.32
YGL211W,359,2.5550944485783194,0.42,0.22,0.26
YGL202W,500,2.6989700043360187,0.44,0.12,0.22
YGL201C,1017,3.0073209529227447,0.36,0.06,0.12
YGL198W,235,2.3710678622717363,0.36,0.04,0.24
YGL194C,452,2.655138434811382,0.34,0.2,0.12
YGL183C,219,2.3404441148401185,0.36,0.2,0.2
YGL180W,897,2.952792443044092,0.26,0.2,0.2
YGL160W,570,2.7558748556724915,0.48,0.18,0.38
YGL153W,341,2.5327543789924976,0.44,0.2,0.34
YGL151W,1132,3.0538464268522527,0.34,0.1,0.2
YGL150C,1489,3.1728946977521764,0.38,0.22,0.32
YGL141W,910,2.9590413923210934,0.24,0.32,0.2
YGL133W,1264,3.1017470739463664,0.48,0.14,0.24
YGL131C,1403,3.1470576710283598,0.32,0.18,0.22
YGL124C,644,2.808885867359812,0.36,0.12,0.22
YGL120C,767,2.884795363948981,0.4,0.16,0.22
YGL113W,668,2.824776462475546,0.42,0.18,0.34
YGL110C,624,2.795184589682424,0.54,0.14,0.38
YGL107C,646,2.8102325179950842,0.46,0.16,0.34
YGL106W,149,2.173186268412274,0.4,0.12,0.32
YGL099W,640,2.806179973983887,0.38,0.3,0.2
YGL098W,245,2.3891660843645326,0.32,0.16,0.24
YGL093W,917,2.962369335670021,0.32,0.18,0.2
YGL090W,421,2.6242820958356683,0.36,0.06,0.28
YGL087C,137,2.1367205671564067,0.36,0.14,0.18
YGL084C,560,2.7481880270062002,0.44,0.14,0.26
YGL080W,130,2.113943352306837,0.48,0.16,0.3
YGL075C,387,2.5877109650189114,0.44,0.1,0.28
YGL068W,194,2.287801729930226,0.44,0.18,0.28
YGL067W,384,2.584331224367531,0.46,0.14,0.28
YGL066W,657,2.8175653695597807,0.32,0.14,0.18
YGL064C,561,2.7489628612561616,0.46,0.16,0.24
YGL061C,247,2.392696953259666,0.3,0.08,0.18
YGL059W,491,2.6910814921229687,0.4,0.14,0.22
YGL054C,138,2.1398790864012365,0.58,0.06,0.44
YGL051W,234,2.369215857410143,0.44,0.12,0.3
YGL047W,202,2.305351369446624,0.5,0.08,0.34
YGL037C,216,2.334453751150931,0.48,0.12,0.32
YGL023C,635,2.8027737252919755,0.24,0.2,0.16
YGL020C,235,2.3710678622717363,0.48,0.24,0.32
YGL018C,184,2.2648178230095364,0.4,0.24,0.2
YGL005C,279,2.4456042032735974,0.48,0.02,0.34
YGL004C,417,2.6201360549737576,0.36,0.14,0.3
YGL003C,566,2.7528164311882715,0.32,0.16,0.14
YGL001C,349,2.5428254269591797,0.48,0.14,0.3
YGR002C,476,2.677606952720493,0.4,0.12,0.24
YGR010W,395,2.59659709562646,0.52,0.08,0.2
YGR013W,620,2.792391689498254,0.42,0.16,0.28
YGR015C,328,2.515873843711679,0.48,0.2,0.36
YGR030C,158,2.1986570869544226,0.32,0.08,0.26
YGR031W,342,2.534026106056135,0.42,0.14,0.34
YGR036C,239,2.3783979009481375,0.58,0.02,0.36
YGR038W,222,2.346352974450639,0.28,0.18,0.18
YGR041W,547,2.737987326333431,0.34,0.16,0.22
YGR046W,385,2.5854607295085006,0.38,0.14,0.28
YGR056W,928,2.967547976218862,0.44,0.12,0.28
YGR058W,335,2.525044807036845,0.32,0.22,0.2
YGR080W,332,2.5211380837040362,0.44,0.08,0.38
YGR081C,210,2.322219294733919,0.36,0.18,0.24
YGR086C,339,2.530199698203082,0.4,0.18,0.18
YGR090W,1237,3.0923696996291206,0.2,0.2,0.18
YGR093W,507,2.705007959333336,0.42,0.14,0.32
YGR095C,223,2.3483048630481607,0.44,0.08,0.34
YGR101W,346,2.5390760987927767,0.44,0.12,0.28
YGR103W,605,2.781755374652469,0.36,0.32,0.24
YGR106C,265,2.423245873936808,0.38,0.06,0.24
YGR110W,445,2.6483600109809315,0.38,0.2,0.24
YGR113W,343,2.5352941200427703,0.28,0.14,0.18
YGR120C,262,2.4183012913197457,0.38,0.08,0.26
YGR128C,713,2.8530895298518657,0.44,0.04,0.3
YGR129W,215,2.3324384599156054,0.34,0.28,0.26
YGR136W,241,2.3820170425748683,0.38,0.14,0.26
YGR142W,410,2.6127838567197355,0.42,0.16,0.2
YGR163W,341,2.5327543789924976,0.42,0.12,0.28
YGR165W,345,2.537819095073274,0.32,0.28,0.14
YGR169C,404,2.606381365110605,0.44,0.22,0.32
YGR177C,535,2.7283537820212285,0.36,0.16,0.24
YGR178C,722,2.858537197569639,0.18,0.14,0.04
YGR179C,406,2.6085260335771943,0.36,0.08,0.26
YGR181W,105,2.0211892990699383,0.46,0.08,0.36
YGR189C,507,2.705007959333336,0.44,0.04,0.36
YGR211W,486,2.6866362692622934,0.4,0.1,0.3
YGR241C,568,2.754348335711019,0.42,0.18,0.32
YGR243W,146,2.164352855784437,0.52,0.16,0.26
YGR247W,239,2.3783979009481375,0.54,0.04,0.3
YGR251W,196,2.292256071356476,0.32,0.14,0.26
YGR255C,479,2.680335513414563,0.54,0.14,0.4
YGR260W,534,2.7275412570285567,0.32,0.14,0.16
YGR262C,261,2.416640507338281,0.42,0.12,0.28
YGR263C,424,2.6273658565927325,0.38,0.12,0.32
YGR271W,1967,3.2938043599193367,0.34,0.12,0.18
YGR275W,157,2.1958996524092336,0.3,0.1,0.14
YGR276C,553,2.7427251313046983,0.28,0.26,0.22
YGR278W,577,2.7611758131557314,0.4,0.12,0.26
YGR279C,386,2.586587304671755,0.48,0.14,0.44
YGR280C,271,2.432969290874406,0.4,0.16,0.16
YLR212C,473,2.6748611407378116,0.32,0.1,0.24
YDR144C,596,2.7752462597402365,0.48,0.08,0.32
YML060W,376,2.575187844927661,0.36,0.14,0.24
YNL070W,60,1.7781512503836436,0.48,0.14,0.28
YNL222W,206,2.3138672203691533,0.32,0.14,0.22
YNL126W,846,2.9273703630390235,0.5,0.06,0.38
YNL012W,631,2.8000293592441343,0.52,0.16,0.36
YNL118C,970,2.9867717342662448,0.48,0.12,0.34
YPL127C,258,2.41161970596323,0.22,0.32,0.16
YNL139C,1597,3.203304916138483,0.46,0.1,0.32
YOR142W,329,2.5171958979499744,0.36,0.24,0.24
YNL036W,221,2.3443922736851106,0.42,0.08,0.26
YNL066W,420,2.6232492903979003,0.42,0.12,0.38
YNL251C,575,2.7596678446896306,0.38,0.14,0.3
YDL145C,1201,3.079543007402906,0.48,0.2,0.26
YNR023W,566,2.7528164311882715,0.32,0.24,0.16
YOL115W,584,2.7664128471123997,0.3,0.32,0.24
YNL044W,176,2.24551266781415,0.4,0.14,0.22
YOL068C,503,2.7015679850559273,0.42,0.16,0.28
YPL015C,357,2.552668216112193,0.44,0.12,0.26
YOR025W,447,2.6503075231319366,0.4,0.12,0.28
YDR191W,370,2.568201724066995,0.38,0.28,0.2
YLR216C,371,2.569373909615046,0.42,0.16,0.24
YNR015W,384,2.584331224367531,0.56,0.16,0.42
YNR018W,224,2.3502480183341627,0.48,0.2,0.34
YNR020C,227,2.3560258571931225,0.24,0.2,0.12
YNR024W,186,2.2695129442179165,0.3,0.12,0.14
YNR035C,342,2.534026106056135,0.4,0.12,0.3
YNR036C,153,2.184691430817599,0.38,0.18,0.18
YNR038W,629,2.798650645445269,0.44,0.08,0.26
YNR046W,135,2.130333768495006,0.38,0.08,0.22
YNR047W,893,2.9508514588885464,0.2,0.3,0.12
YNR048W,393,2.5943925503754266,0.42,0.22,0.26
YNR053C,486,2.6866362692622934,0.2,0.3,0.12
YNR054C,316,2.499687082618404,0.24,0.16,0.16
YNR060W,719,2.8567288903828825,0.48,0.16,0.32
YNR067C,1117,3.0480531731156093,0.48,0.0,0.38
YLR323C,259,2.413299764081252,0.26,0.24,0.18
YNL288W,373,2.571708831808688,0.4,0.02,0.12
YNL283C,503,2.7015679850559273,0.46,0.16,0.38
YNL282W,195,2.290034611362518,0.44,0.2,0.26
YNL275W,576,2.7604224834232123,0.2,0.14,0.18
YNL274C,350,2.5440680443502757,0.42,0.16,0.28
YNL273W,1238,3.0927206446840994,0.46,0.06,0.34
YNL265C,298,2.4742162640762553,0.44,0.2,0.32
YNL264C,350,2.5440680443502757,0.44,0.18,0.24
YNL263C,314,2.496929648073215,0.34,0.08,0.16
YNL260C,162,2.2095150145426308,0.32,0.06,0.2
YNL258C,754,2.8773713458697743,0.4,0.14,0.32
YNL256W,824,2.9159272116971158,0.44,0.16,0.26
YNL246W,264,2.4216039268698313,0.36,0.18,0.26
YNL242W,1592,3.20194306340165,0.48,0.1,0.34
YNL232W,292,2.4653828514484184,0.38,0.08,0.2
YNL231C,351,2.5453071164658243,0.42,0.22,0.22
YNL227C,590,2.7708520116421442,0.36,0.2,0.28
YNL225C,581,2.7641761323903307,0.46,0.1,0.22
YNL224C,767,2.884795363948981,0.2,0.38,0.12
YNL223W,494,2.693726948923647,0.42,0.12,0.26
YNL219C,555,2.7442929831226763,0.5,0.08,0.34
YNL191W,357,2.552668216112193,0.42,0.24,0.24
YNL190W,204,2.3096301674258988,0.32,0.14,0.26
YNL186W,792,2.8987251815894934,0.4,0.08,0.28
YNL182C,555,2.7442929831226763,0.34,0.08,0.26
YNL180C,331,2.519827993775719,0.4,0.06,0.28
YNL172W,1748,3.2425414282983844,0.28,0.12,0.16
YNL166C,448,2.651278013998144,0.38,0.1,0.3
YNL163C,1110,3.0453229787866576,0.36,0.16,0.3
YNL159C,289,2.4608978427565478,0.24,0.18,0.1
YNL158W,198,2.296665190261531,0.5,0.18,0.28
YNL155W,274,2.437750562820388,0.32,0.2,0.18
YNL152W,409,2.611723308007342,0.42,0.16,0.32
YNL148C,254,2.404833716619938,0.4,0.2,0.3
YNL147W,115,2.060697840353612,0.32,0.3,0.22
YNL141W,347,2.5403294747908736,0.5,0.14,0.32
YNL136W,425,2.6283889300503116,0.52,0.2,0.3
YNL132W,1056,3.0236639181977933,0.46,0.2,0.34
YNL124W,492,2.6919651027673606,0.36,0.1,0.26
YNL123W,997,2.998695158311656,0.24,0.18,0.22
YNL119W,493,2.69284691927723,0.34,0.22,0.14
YNL116W,522,2.717670503002262,0.34,0.04,0.16
YNL110C,220,2.342422680822206,0.2,0.14,0.14
YNL107W,226,2.3541084391474008,0.48,0.2,0.28
YNL094W,587,2.7686381012476144,0.28,0.12,0.14
YNL091W,1240,3.093421685162235,0.24,0.24,0.08
YNL078W,407,2.60959440922522,0.3,0.02,0.14
YNL077W,528,2.722633922533812,0.28,0.2,0.22
YNL075W,290,2.462397997898956,0.34,0.24,0.28
YNL072W,307,2.4871383754771865,0.52,0.04,0.28
YNL065W,586,2.767897616018091,0.22,0.16,0.12
YNL059C,755,2.8779469516291885,0.46,0.1,0.26
YNL054W,1165,3.0663259253620376,0.42,0.08,0.3
YNL051W,403,2.6053050461411096,0.44,0.08,0.28
YNL049C,876,2.9425041061680806,0.4,0.12,0.28
YNL048W,548,2.738780558484369,0.46,0.12,0.3
YNL047C,656,2.8169038393756605,0.3,0.14,0.18
YNL041C,839,2.9237619608287004,0.46,0.06,0.26
YNL032W,281,2.44870631990508,0.32,0.14,0.28
YNL027W,678,2.8312296938670634,0.2,0.1,0.08
YNL026W,484,2.6848453616444123,0.42,0.06,0.28
YNL022C,490,2.690196080028514,0.38,0.22,0.28
YNL021W,706,2.8488047010518036,0.34,0.22,0.22
YNL020C,638,2.8048206787211623,0.38,0.06,0.26
YNL014W,1044,3.0187004986662433,0.36,0.08,0.26
YNL010W,241,2.3820170425748683,0.36,0.14,0.24
YNL008C,676,2.829946695941636,0.38,0.14,0.24
YMR039C,292,2.4653828514484184,0.22,0.16,0.14
YPL053C,446,2.649334858712142,0.56,0.16,0.36
YMR119W,624,2.795184589682424,0.42,0.02,0.28
YLR028C,591,2.7715874808812555,0.44,0.12,0.36
YPL061W,500,2.6989700043360187,0.4,0.12,0.2
YMR121C,204,2.3096301674258988,0.36,0.32,0.26
YMR015C,538,2.7307822756663893,0.44,0.12,0.34
YML086C,526,2.7209857441537393,0.46,0.16,0.3
YML065W,914,2.9609461957338317,0.28,0.24,0.24
YMR070W,490,2.690196080028514,0.14,0.18,0.12
YML097C,451,2.6541765418779604,0.32,0.18,0.18
YLL004W,616,2.7895807121644256,0.34,0.18,0.2
YPR162C,529,2.7234556720351857,0.36,0.18,0.26
YML012W,211,2.3242824552976926,0.56,0.04,0.46
YDL245C,567,2.7535830588929064,0.38,0.06,0.22
YDR058C,326,2.513217600067939,0.48,0.16,0.3
YDL190C,961,2.9827233876685453,0.38,0.04,0.3
YLL001W,757,2.8790958795000727,0.46,0.04,0.38
YOL156W,567,2.7535830588929064,0.34,0.06,0.24
YOR008C,378,2.5774917998372255,0.38,0.08,0.26
YPR182W,86,1.9344984512435677,0.38,0.14,0.22
